,Title,Year,Genre,Synopsis,IMDb id
438,Marriage Agreement,2008,Sci-Fi,"Lior (Roni Weisman), an aspiring journalist lives her life in chaos. The coffee can in her cabinet changes brands, her toothbrush switches color and her dreams of faraway places become increasingly bizarre. She is just about ready to believe she's going crazy when she encounters Ofer (Elazar Mack) who reveals to her that she is a Diver, someone who can dive between parallel universes. No sooner she begins to control her ability she becomes a target for the Diving Police, a cross universe police force that monitor and apprehend divers. Ofer, who is leading a resistance of divers opposing the police, is trying to recruit her to his cause. Caught between a rock and a hard place, Lior is forced to make decisions that will affect countless universes.",1397509
439,Round Trip,2003,"Action, Crime, Drama","A new age of terrorism is taking place in the United States. FBI Director, Frank Fitzgerald, is helping an Iranian terrorist group frame innocent American citizens rendering them guilty for terrorist acts they did not commit. The seventh victim, Tom Cali, is on the run trying to prove his innocence.::Anonymous",0433043
440,The Forest,2020,"Comedy, Crime, Drama","Salah, an Israeli-Arab enterpriser, strives to bring happiness for the children of the Arab sector in Israel by opening a new chain of candy stores. 'The Firm', an Israeli corporation headed by Klausner , that controls Israeli candy market, resent Salah on his former business move - taking control over the Israeli market of Turkish coffee. Klausner sees the new business initiative of Salah as a real threat, not only a business one but also a cultural and a political one, even a real challenge against Zionism itself. In a disguise of a Business struggle the story reveals moral dilemmas and a cultural struggle: the Arab businessman trying to integrate in Modern Israel against the dominant Zionist culture.::Anonymous",14797014
441,Schwartz Dynasty,2005,"Drama, Music","Tiki Dayan is an overweight girl who gains the attention of singer Pik. He wants only a professional relationship with her, she wants romance.",0480940
442,Azit Hakalba Hatzanhanit,1972,Comedy,NA,0068244
443,Giraffes,2001,Drama,"The true story of an Israeli Jewish woman who left the country after being forced, by tragic circumstances, to give her only daughter up for adoption, her child from a Muslim-Bedouin man. Driven by her guilt and low self-esteem, the heroin allows abuse by the men in her life and goes through her own ""Via Delorosa"".::Anonymous",0295281
444,A Woman's Case,1969,NA,"Provocative in its cinematic simplicity, a recounting of an encounter between a filmmaker and a viewer, exploring the way meaning is attributed to non-fiction images in today's day and age.",0141603
445,2048,2010,Drama,NA,1722612
446,Saint Cohen,1975,"Drama, Family",NA,0072110
447,A Strange Course of Events,2013,NA,NA,2901690
448,Unbelehrbar,2010,"Drama, Romance","Three friends meet in New York more than 20 years after a crucial event that led to their dispersion. The three reassess their past, and by so doing, they also have a chance at changing their future.",1593810
449,Let It Be Morning,2021,"Adventure, Comedy, Drama","Driven to desperate circumstances, two friends turned unlikely criminals, and find themselves on a cross-country road trip with the elderly woman they've attempted to rob.",14775586
450,Or (My Treasure),2004,"Crime, Drama","Four teenage boys find themselves incarcerated in an institution for juvenile delinquents that functions as a prison in every respect. Their stories, with tragic endings for three of the four, are interwoven in the film.",0388311
451,Marco and Polo,,"Drama, History, War","Inspired by true events in 1948. Hassanin, an Egyptian filmmaker, is tasked with documenting a raid on the isolated kibbutz Nitzanim. When the kibbutz learns of the impending army raid, Mira, a young but valiant mother, is forced to reckon with the true cost of war and make an impossible choice.",4365542
452,Master i Margarita. Roman,2012,"Drama, War","During the First Lebanon War in 1982, a lone tank and a paratroopers platoon are dispatched to search a hostile town.",2449630
453,Beaufort,2007,"Crime, Drama, Thriller",Two childhood friends are recruited for a suicide bombing in Tel Aviv.,0758732
454,The Magician of Lublin,1979,"Action, Drama, Romance","Jacek, who is Jewish, miraculously manages to survive World War II in Nazi-occupied Poland. As a subplot to Jacek's story, which also involves a love affair with Haling ( Kyra Sedgwick ) and German soldiers' repeated attempts to kill him, is a tale of how young kids in the Warsaw ghetto devise their own method of fighting oppression.",0079504
455,That Lovely Girl,2014,Drama,"Autumn 1947: Elisha, a young Jew, learns that he has been chosen to kill the hostage John Dawson, a captain in the British Army occupying Palestine. Will Elisha, himself a survivor of the holocaust, be able to commit this irrevocable act?",3675236
456,Once We Were Dreamers,1987,Comedy,"The story is about two twin brothers, Azriel and Gavriel (both played by Yehuda Barkan). Azriel is a shy and religious Jew who works in a fruit shop in Jaffa. Gavriel, is a hoodlum and a good-for-nothing hustler who runs a Snooker Bar. Gavriel and his friend Hanuka make easy money by swindling innocent people into gambling on Snooker games. One day Gavriel is forced to renew contact with his brother, because he is in trouble with a gangster who won the bet on a snooker game, and the only way to pay is by selling the family estate which is co-owned by Gavriel and his brother Azriel.::Raz Signer",0094222
457,Ole LaRosh,2022,Drama,Follows three siblings who are going to discover the greatest secret of their late mother. This trip is going to change their lives.,21158522
458,Paris Boutique,2022,Drama,"In Jerusalem, friendship develops between a Jewish 9-year-old American coin collector and the abused 9-year-old Arab street urchin trying to extort money from him.",9871990
459,Rage and Glory,1984,Drama,"Yoseph is a Druze who returns to his native village after having been estranged from it for 17 years. He arrives with his son and daughter, whose Jewish mother he has just divorced.",0149396
460,Moon Wolf,2005,"Comedy, Crime","A tough rich female ranch owner in Africa wants to cut off the water supply to the locals, since she holds them responsible for the murder of her husband. She hires two charming gunrunners as help, but they suspect her shady competitor.",0459144
461,La cage de verre,1965,Drama,"A couple, Tamara and Alon meet each other in a hotel suite for a day full of fantasy, they are celebrating their 10th wedding anniversary and this is their routine celebration. But this year is different. Through this day secrets, lies, will be coming out while they are both living their sexual fantasy. As they go along through the revelation of secrets, infidelities and untold desires the experience becomes more and more painful for both of them.",0137783
462,Bravery,2018,"Biography, Drama","Louis 'Lepke' Buchalter is head of Murder Inc., the syndicate that spattered the headlines of the day with blood.",6996020
463,Overture 1812,1997,"Comedy, Drama",A unit of female Israeli soldiers at a remote desert base bide their time as they count down the minutes until they can return to civilian life.,0265479
464,Chronicle of Love,1999,"Comedy, Drama","A bittersweet comedy about a middle-class suburban couple in their 60s who are drawn to their new neighbor, a charismatic bachelor who has karaoke evenings at his apartment.",0161436
465,"Golem, le jardin pétrifié",1994,"Comedy, Drama, Musical","Topele recreates in loving detail the economically poor but culturally rich world of the ""shtedtl"" or small town, with its bustling marketplace, muddy duck pond, and vodka-guzzling police officer. The story centers on a nine-year-old boy who uses illegal means to obtain the object of his greatest desire-a pocketknife.",0143281
466,Abba Shahor Lavan,2003,Drama,A unique Israeli/Palestinian cooperation.,0358347
467,The Alley,(III,"Adventure, Drama, Romance",The challenges of Uriel Goldstein a Jewish man in the Nazi Germany and a mexican artist Luciano in Berlin waging a symbolic battle between ideologies of our time.,5439790
468,Doubtful,2017,"Comedy, Drama, Fantasy","A universal anti-religious satire which occours in the latter of 2001 and deals with the life of God and his son Jesus. While Jesus is trained and sent to bring redemption, God is desperately seeking for the meaning of his only incomprehensible creation - Love.::Anonymous",7087940
469,Midnight Entertainer,1977,Comedy,NA,0133396
470,Nerd Club: The Movie,2017,Comedy,NA,7234936
471,An Intimate Story,1981,"Drama, Romance","A triangle love affair between an Israeli London based businessman, his fiancée and her sister in a small village in northern Israel.",0083084
472,The Viewing Booth,,"Drama, Romance","Two extraordinary love stories unfold 500 years apart. As modern lovers struggle against those who seek to separate them, a Christian soldier pursues a perilous romance with a young Jewish girl in the shadows of the Spanish Inquisition.",11405338
473,Monologue of a Young Woman,1980,Drama,"When Mooky is fifteen, his beloved father dies a sudden death, and his place is taken by Yanek - an impulsive, rough, yet generous man who is regarded as a controversial figure due to his doings in the Holocaust in the Zonder Commando. He brutally invades Mooky's life and turns it upside-down. During Mookys teenage years, which are affected by his seductive mother Tinka, he deals with unfulfilled love for one girl and a dominated relationship with another. One day Mooky returns to his mother's home, deranged, and does something from which there is no turning back. Twenty years later, Mooky must decide whether to attend his mother's funeral and re-open his wounds of the past.::Moshe Zonder",1852845
474,Winning with Miki,2004,Drama,"During the days of the Israeli withdrawal from the settlements in the Gaza strip, when the residents of the Katif Settlements are uniting to fight for its existence, Ruth, a young teenager from the settlement, is searching for excitement. When Ruth meets Erez, a photojournalist sent to cover the events of the disengagement, she realizes that she doesn't belong anywhere. ""Ruth"" is an adolescence story of a young girl living in the most dangerous place in Israel. In a society demanding a united front and common beliefs, Ruth fights to interpret her faith in her own way. It is not a political struggle but the struggle of one girl for the privilege of holding an independent opinion in a social surrounding which strongly embraces a united point of view dictated from above.::Keren Abitan",1215473
475,Foundation of Mind,2011,Drama,A man travels from America travels to Israel to collect his inheritance and becomes temporarily insane in the holy city.,12784436
476,Turbulence,2010,Adventure,NA,2407082
477,Grand Finale,,Drama,"Release the Princess is a gimmick-filled TV show known for its extravagant prizes. Its dungeon-like set features a hanging cage in which a beautiful, helpless Princess is held, waiting for the contestant who will succeed in releasing her.",12702168
478,Ingil,2001,Drama,NA,0290221
479,Jean Wejnoon,2011,"Action, Drama","Yu-Ya, a fighter in an elite unit, wants to marry. A problem arises in the rabbinate: his father is not registered on his identity card and therefore Yu-Ya cannot marry. With the help of his army commander, he sets out on a search for his parents' roots and identity.",2281303
480,Lebanon,2009,Drama,The head of the family's decision to go by foot to the grandfather's house on Friday night begins with a chain of events and revelations that will change the entire family forever.,1483831
481,Paradise Now,2005,Adventure,"Elijah, a young prophet sets out to save his nation of ancient Israel from the grips of the evil queen Jezebel.",0445620
482,Dawn,2014,"Comedy, Drama","Tami is a dreamy girl who suffers from Schizophrenia. She passes from her real life into life in a film as an actress, and in the mean time the world around her changes.",2316567
483,The Debt,2007,"Drama, Romance",NA,0990427
484,The Kind Words,2015,"Comedy, Drama, Romance","Momo and Yudale take turns mounting Bentzi's foreign buxom cousin, but Yudale and her get stuck together. Momo raises the bar even further by proving the rumors of an accepting older buxom piano tutor, Fritzi. Bentzi looks for love.",3809478
485,David & Kamal,2011,Western,A priest and his twin brother take turns defending a small town from the vicious Clayton gang.,1790672
486,Arabani,2013,"Comedy, Drama",Follows a famous star who finds herself in a British hospital room with three other women who help her.,2994212
487,It Rained All Night the Day I Left,1980,"Drama, Romance","When the older sister of Shira, an 18-year-old Hasidic Israeli, dies suddenly in childbirth, Shira must decide if she can and should marry her widowed brother-in-law, which also generates tensions within her extended family.",0077428
488,Back to Maracanã,2018,Drama,Three Palestinian women living in an apartment in Tel Aviv try to find a balance between traditional and modern culture.,8420768
489,Lepke,1975,"Comedy, Drama, War","In 1941, the inhabitants of a small Jewish village in Central Europe organize a fake deportation train so that they can escape the Nazis and flee to Palestine.",0073279
490,Zero Motivation,2014,"Comedy, Romance","When her fiancé bows out on the eve of her wedding, Michal refuses to cancel the wedding arrangements. An Orthodox Jew, she insists that God will supply her a husband. As the clock ticks down.",3576084
491,Karaoke,2022,Drama,"A kindergarten teacher discovers in a five year-old child a prodigious gift for poetry. Amazed and inspired by this young boy, she decides to protect his talent in spite of everyone.",14300518
492,Jellyfish,2007,"Comedy, Drama",Two women embark on a road trip after they are brought together by circumstance. Rebecca (Portman) flees her hotel after a fight with her mother-in-law (Maura) and hails a taxi driven by Hanna (Lazlo).,0807721
493,Water,2012,Drama,"A story of two men in the old part of Haifa. Both are walking up and down the mountain in opposing directions. This setting provides a philosophical panorama on the condition of the individual, society, loyalty, identity, and life in general.::Alfred",2390250
494,Ecliptica Welcome Mexico,2013,Drama,"The spy saga about the family, freedom, dedication and betrayal. Young Jewish girl Shiryn is taking an oversea flight to search for her mother Rita that 20 years ago was forced to leave her and flee Iranian regime.",2925892
495,Zaya,1999,Drama,Don't Forget Me is a dark comedy about the need to be out of your mind in order to fall madly in love.,0278828
496,A Movie with Catherine Deneuve,2015,Drama,"Lucy, a privileged North American in contemporary Berlin, living a life of post Punk hedonism, roams the streets with her best friend, Derek. Together they use the city like a playground, a stage, and a never ending party. Into their lives enters Galia, a young Israeli woman carrying the promise of a better, cleaner way of living. A tribute to Punk underground films turns into a melodrama in ""Saturn Returns"", mirroring Lucy and Galia's modulating states of mind. Our and their look into each other's life and culture, becomes an investigation of empty facades. The film was constructed by both improvised and pre-scripted scenes, as required by the nature of each scene.::anonymous",7328640
497,Crazy Weekend,1986,"Adventure, Drama, Family","A group of girls and boys set up a secret society called ""Hasamba""; their adventures take place, first during the British Mandate and the struggle for statehood of Israel, and then as they battle their country's enemies: infiltrators, spies, criminals and other offenders.",0121153
498,Mashehu Matok,2004,"Comedy, Drama",NA,0813552
499,The Heritage,1993,Comedy,NA,0108619
500,Achrome,2022,Drama,"This mockumentary shows the mourning events after the assassination of Slawomir Sierakowski, leader of fictitious Jewish Renaissance Movement in Poland.",16959898
501,The Uranium Conspiracy,1978,Drama,"Sergey works for Franko and is responsible for the girls, Franko pays him to watch the girls. Sergey does not treat them very well.",0078447
502,Jerusalem Syndrome,,Drama,Based on the novel by Moshe Shamìr.,3764486
503,Ovsunçu,2003,"Drama, War",Four stories related to the Six-Day War.,0471291
504,Release the Princess,1999,Drama,"The story revolves around Laufer, an Israeli soldier from the wealthy suburbs of northern Tel Aviv, who is ordered to accompany another soldier, known only as ""the Indian"", to prison.",7488322
505,The Winchell Affair,1979,Drama,"Yael and Shlomit, two secular, free-spirited women, share a flat in Tel-Aviv. Their high rent forces them to take in a third roommate, Malka, an enigmatic ultra-orthodox woman with a secret.",0145957
506,The Kites Are Flying!,,Drama,NA,6857094
507,Welcoming Sabbath,2014,Drama,NA,2898912
508,The Prophet of Tishbe,,"Comedy, Drama",NA,9141454
509,Delusions,2004,NA,NA,0461929
510,A Promised Land,2009,Drama,NA,1622962
511,Hot Bubblegum,1981,Comedy,"2 Israeli Orthodox Jews advertise themselves as tour guides for religious women in an attempt to find a decent match from overseas. Unfortunately, their first group of pilgrims to guide is a bunch of Italian nuns! Can love overcome the religious differences?::Ishi Ravid",0082528
512,God's Gun,1976,Fantasy,"A fantasy journey of a young fellow between the 12 sign of the zodiac, in Zodiac Land. He meets girls of all astrological types but discovers that he is short in time. Romance and mystery in a movie in which all actors were chosen also according to their real date of birth.::Anonymous",0074575
513,My Happy Ending,,Drama,NA,3197780
514,Fill the Void,2012,"Comedy, Romance",NA,2219514
515,In Between,2016,"Crime, Drama, Music",NA,5974388
516,Train of Life,1998,NA,NA,0170705
517,The Wedding Plan,2016,Drama,"1955. The Jewish community of a Moroccan village is told they can immigrate to Israel. But only after leaving their homes, they learn the process is highly selective, and only the young and able are allowed to enter.",5991206
518,The Kindergarten Teacher,2014,NA,NA,3709678
519,Free Zone,2005,Drama,NA,0441761
520,Boy Meets Girl,1982,Family,A man and his younger sister encounter physicist Albert Einstein.,0083637
521,Silent Game,2022,Drama,NA,21105604
522,Don't Forget Me,2017,Drama,"Atalia is a 40-year-old widow who lost her husband in the Six-Day War and lives on a kibbutz with her adolescent daughter. Lonely and feeling outcast, she enters into a forbidden affair with her daughter's classmate, Matti, an idealistic 19-year-old rejected by the army.",7679200
523,Edut,2011,"Drama, Horror","The film tells the story of a family coming to the French forests to live there for several months. They moves to a house in the heart of a forest, in order to film a small, family-run television series about the righteous Baal Shem-Tov (Rabbi Israel Ben Eliezer).",2051984
524,Invisibles,2014,Comedy,NA,4036334
525,Girls' Paradise Eilat,1964,"Comedy, Drama, Romance",A black comedy which follows Ronen Matalon's journey to overcome his anxiety of terror attacks. Ronen uses writing and guiding a tour of terror-attack sites along Jerusalem's Jaffa Street to try and break free from his trauma.,0137404
526,Expats,2018,"Animation, Action, History","This film is an adaptation of 'The master and Margarita' novel by M. Bulgakov. This adaptation is an attempt to have every word of the novel illustrated, to show every mentioned place or document in authentic way, to make collage of iconography, primitive drawings, and photography, to integrate alive and gone personalities together.::Anonymous",9174920
527,We Will Be Strong in Our Weakness,2011,Drama,A young Orthodox Jewish woman becomes ensconced in a nocturnal community of prostitutes and drug dealers that congregates in the ancient cemetery atop Jerusalem's Mount of Olives.,1858593
528,What a Wonderful Place,2005,"Adventure, Comedy, Thriller",This really magniv abushakshuki Israeli kid from israel drinks a potion in a lab which grants him the use of 100% of his brain,0468729
529,He Walked Through the Fields,1967,Comedy,"Candid Camera hi-jinks featuring a lot of weird pranks involving sexy women doing sexy things, babies that cry from inside the womb and all kinds of public misbehavior.",0139370
530,Is Tel Aviv Burning?,1967,"Comedy, Drama",NA,0138099
531,Indian in the Sun,1981,Comedy,A collection of skits and songs from Israeli television shows from the 1970s.,0148329
532,Purple Lawns,1998,Drama,"Little Benjamin and Margalit are raised in the boondocks of Israel by their long-suffering mother, but they have in them something of their father, who can't stay in a place with no prospect of riches and excitement.",0162281
533,"Sie sind frei, Doktor Korczak",1974,Drama,NA,0070690
534,Everlasting Joy,1996,Horror,"The official Director's cut of the Israeli Social Commentary Slasher film, that follows Rachel Strode in her journey to find a home and solace, which is interrupted by a mysterious killer that strikes on the eve of Yom Kippour.",0117263
535,"Az Men Git, Nemt Men",1982,Drama,A young gay Israeli man works in his grandmother's store while dreaming of becoming a film-maker.,0142423
536,In the Line of Fire,2002,Drama,NA,0382752
537,Angels in the Wind,1992,Drama,"27-year-old Guy lives in an old bus in Ramat Hagolan, not far from the Moshav where he grew up. He raises a herd of cattle for beef together with his younger brother, Jerry. One night, after hunting a wolf that was threatening the cattle, Guy celebrates and ends up drunk. On a dark road he causes an accident and crashes into another car. The driver of the other car, his best friend Yoav, is now paralyzed from the neck down. Two years later Guy comes out of prison to find only Jerry waiting to welcome him. His mother, Rachel, a nurse, cannot bring herself to forgive him. Guy braces himself and goes to visit Yoav, who only has one request, that Guy kill him. Guy is at a loss; the only thing he knows is that he loves Yoav. Guy tries to rebuild his life, to work with the herd, but can't put the accident and Yoav's request out of his mind. Meanwhile, the herd is under attack from a pack of wolves that must be killed. But Guy is unable to reach a decision: should he kill the wolves, Yoav or himself?::JCS Productions",0143588
538,Aunt Clara,1977,Drama,NA,0075948
539,The Valley Train,1989,Drama,Impressions from moments of observation. Forgotten lies. Man and woman. Sometime in the winter,0143823
540,Kreutzer Sonata,2012,"Music, Romance",A look at the chaos and confusion of love featuring livewire choreography and a thrumming electronic score,6487300
541,Ha-Khetzi HaSheni,1996,Drama,NA,0354683
542,Tni Siman Chayim,2002,"Drama, War",NA,5688120
543,In a Place Far from the Earth,1994,NA,NA,0238294
544,HaBerberim,,"Comedy, Crime",NA,12678770
545,Again... the Second Time,1991,NA,NA,0101278
546,Nurit 2,1983,"Action, Fantasy, Mystery",NA,0142711
547,Sockless: An Einstein Project,2005,Drama,"A Married Couple is a 1983 Israeli drama film directed by Yitzhak Yeshurun. The film was selected as the Israeli entry for the Best Foreign Language Film at the 56th Academy Awards, but was not accepted as a nominee.",14409994
548,Je T'aime Mon Amour,2010,Comedy,"When they move to Israel to explore their Jewish heritage and revive their flagging marriage, fiftysomething French emigres Alain and Gisele Gaash arrive in Tel Aviv to find their luggage lost, their apartment gone, and Alain's new job taken.::rgbaustx",7325574
549,Pulse,2020,Thriller,"Intense drama based on the 1984 hijacking of bus line 300, in which 41 passengers and a bus driver were attacked and held captive by terrorists in Israel.",20981554
550,Haven,2013,Drama,"At the age of 40, Ellen decides to finally learn to read and write. Since no courses are offered in the community college of her hometown, she moves to Berlin. Completely on her own, she is full of optimism and has the courage to be consistent.::Ulf Kjell Gür",3165442
551,A Gift from Heaven,1973,Drama,"Danny Cornish, a sort of stateless man who arranges art exhibits, is called from Tel Aviv to Paris with the news that a great uncle has died, in Birobidjan, the autonomous Jewish zone in Russia, leaving him a valuable art collection and the hand of a huge sculpture of a Golem. The uncle's will instructs Danny to find the rest of the statue, so Danny, who speaks no Russian, embarks on a trip that takes him (and the Golem's hand) to Moscow, St. Petersburg, and Siberia, fumbling with hotel clerks, taxi drivers, and bureaucrats, following leads, and making discoveries about myth, story telling, art, and hope.::<jhailey@hotmail.com>",0175895
552,Born in Jerusalem and Still Alive,2019,"Comedy, Musical",Hershele immigrates to Israel and is surprised by the situation of the Sephardic immigrants.,9811480
553,Amazing Grace,1992,Drama,Individual memories of a group of teenage Holocaust survivors in Israel creates sharp conflicts among them.,0104414
554,Mountain,2015,Drama,NA,4917622
555,Super Boy,1998,"Action, Biography, Drama","This is a fascinating based on a true story of bravery, brotherhood and the complex reality of war and terrorism. The attack on ""Worshippers Alley"" occurred Saturday night, 15 November 2002, in a narrow alley in Hebron, Near gate area south of Kiryat Arba. During the battle three terrorists,members of the Islamic Jihad movement in Palestine, and 12 Israelis were killed. Some people call this place ""The Death Alley"" or ""The Alley of Heroes"".::Alon Newman",0162678
556,Nipagesh Basivuv,1987,Drama,NA,0096924
557,Man Without a Cell Phone,2010,Drama,NA,1728240
558,Lool,1988,"Comedy, Drama",Simple people struggle through extraordinary circumstances. Sometimes the only answer to any problem is 'The world is funny so we have to laugh.',0151382
559,Dreams of Innocence,1994,"Comedy, Crime, Drama","A police captain needs to balance between protecting the last remaining witness in a trial, and his rapidly disintegrating love life.",0111200
560,Ariana,1971,Comedy,A thief is released from prison and with the help of his friend he tries to avenge the policeman who caught him.,0066782
561,Children of the Fall: Director's Cut,2017,"Drama, History","An avowed anarchist and Stern Gang hitman is sent to Jerusalem to assassinate a senior British officer creating much tension within the already troubled cell and almost brings its collapse, as the British operatives are closing in. Heralded by the Film Society of Lincoln Center as one of the most important films in fifty years of Israeli cinema.",9209702
562,Drifting,1982,Drama,A Palestinian expatriate filmmaker (Elia Suleiman) documents the loss of national identity in Israel's Arab population.,0085990
563,Al Techaki Li,2022,Drama,A middle aged single father copes with his teenage daughter's wish to end her life.,19364090
564,Beep,1997,Drama,"Assi, a screenwriter and poet, is stuck in his personal life. He is full of doubt, disturbing thoughts, and existential restlessness. He is sentenced to community service due to a drunken-driving motorcycle accident in which he was involved. For his community service, he is sent to work with juvenile delinquents in Beersheba - the desert city in southern Israel - who are under house arrest and must attend sessions with Assi in the neighborhood shelter as a condition for their parole. Their extreme personalities, their riotous energy, and their charm awaken in him curiosity and attraction; together, they break through the boundaries of the rehabilitative framework.::Jerusalem Film Festival",0162878
565,Motive to Murder,1966,"Drama, Family, Sport","Yonatan, Michal's dad, turned orthodox and left her family when she was very yang. 7 years later, when he appears at her mother's funeral, all the anger and tensions in the family are brought up again. Michal on the other hand, is very curious, and tries to find a way to communicate with her father. They find common interest in competitive swimming, a hobby that Michal picked up, and which her father, as it turn out, used to be a serious contestant in.::Adi Barash",0137807
566,The Untitled Matan Shiram Project,,"Comedy, Drama",NA,11101452
567,Love Chapter 2,2017,Musical,NA,12398004
568,Delayed Reaction,2004,Comedy,"Louise, a Jewish lawyer, arrives from Paris to finalize an important real estate deal, using Neta, a chance driver, the cunning hero from Mahane Yehuda, who immediately finds the economic opportunity and decides to stick with Louise at any cost. When the two visit the Old City, they discover a secret connection between an ultra-Orthodox woman and a Christian man who communicate through notes hidden within the grooves of the Wailing Wall in the Old City of Jerusalem. In an attempt to solve the mystery, Louise and Neta follow the puzzling couple through the narrow alleyways of the city. A comedy of mistakes in the heart of magical Jerusalem, and a story about friendship between two women at a critical point in their lives.",0426260
569,Scouting Patrol,1967,Drama,Three teenagers from Jerusalem sell their kidneys to pay for cosmetic surgery and prom dresses. As a secret uncovers they realize nothing is as it seems.,0138077
570,For Making me a Woman,2005,Drama,"Reveals at close range the two levels of emotions existing in individual lives in a kibbutz. An atmosphere of warmth and concern is expressed as Leah's repeated miscarriages cause the breakdown of her marriage. But the deeper, unspoken reasons unfold, and the close, scrutinizing aspect of the kibbutz community offers no privacy. She and her husband blames the other wordlessly, while individually beset with feelings of self-doubt and blame.::Anonymous",14853008
571,Lean neelam Moshe Ivgy,2012,"Comedy, Fantasy","Our life is an amalgamation of reality and imagination, therefore a film about life must contain the two elements, but how does one do this? Director Mamdooh Afdile's answer to this question is fusion - where the story and the storyteller become one, and the boundaries between reality and fantasy give way to a unique and vibrant image of life. This hysterically funny film follows the filmmaker as he comes to terms with his family's demons and attempts to confront his own.::Anonymous",2504518
572,Last Moments,1990,Comedy,BlackSmile Challenging Himself To Create A 49 Minutes Movie Full Of YouTube Content,0099985
573,Shattered Perfection,,Comedy,NA,14514500
574,A Married Couple,1983,Drama,NA,0086645
575,Before Tomorrow,1969,Drama,The story of a young soldier in the Israeli army who forced to evicting his own people from their homes and land and fighting for his deepest beliefs while risking to lose it all.,0141551
576,Rescue Bus 300,2018,Horror,NA,8466044
577,The Policeman,1971,Drama,"When divorced Israeli dad Roberto finds himself on a spontaneous family trip from Israel to Brazil for the World Cup, with his Brazilian father, a soccer fanatic possibly, and his disinterested 12-year old son, what could possibly go wrong?",0066374
578,Abba Ganuv III,1991,"Drama, Romance","Zaya"" is based on a true story that took place in Morocco in the 30s-40s The film tells the tragic story of the love and fate of a Jewish girl, Zaya, who grew up amongst the strict Berber tribal tradition in the beautiful Moroccan Mountains.::Israel Film Fund",0133333
579,Hershele,1977,Drama,NA,0076139
580,Under the Domim Tree,1994,"Romance, Drama",Based on a short story by Yaakov Shabtai.,0109751
581,Timrot Ashan,2019,Drama,NA,10498644
582,The Man Who Loves Hebrew,1994,"Drama, War","Achrome is an anti-war parable about a man and his vulnerability in the face of history. Maris, the film's protagonist, is the village idiot, brought up by his older brother. Following his brother, Maris leaves their peaceful village and joins the military. It is as if he enters a different world, the world of war. There he meets Leah, a young woman sentenced to death. Through her eyes, Maris is able to see himself. For Leah, and for all who will see his name in the archives in the future, Maris will remain a murderer, no matter whether he killed or not. All his features will be erased, all save one - his guilt. But surely, there must be a way to separate oneself from the archive? To get yourself back?::Maria Ignatenko",0145001
583,Mr. Kohl's Final Hour,2019,Comedy,The film takes us into the angst of a young director at the premiere screening of his film.,7430972
584,Groupie,1993,Family,NA,0133819
585,The World Is Funny,2012,"Biography, Drama",NA,2104908
586,Mars Turkey,2001,Drama,NA,0278554
587,Gonev Miganav Patoor,1977,Drama,NA,0239015
588,Marco Polo: The Missing Chapter,1996,Drama,NA,0116987
589,Chronicle of a Disappearance,1996,Drama,NA,0115895
590,The Day After I'm Gone,2019,Drama,"Yoel defect from military service. Avoiding the military police, he escapes his routine to find a place from which he can start anew.",9455100
591,Forgiveness,2019,Drama,NA,10929798
592,ForgotteNation,2021,Drama,"Jamal is a thirty something man, facing the deterioration of everything he has ever believed in: the political party, Islam, and more importantly, traditional family life. He leaves his home to look for answers.",16263830
593,Family Secrets,1998,Comedy,Netta embarks on a crazy journey with three bizarre people who she despises in search for money left behind for them by a mutual friend.,0163262
594,The Megillah 83,1983,Drama,NA,0085923
595,The Last Shepherd,2015,Comedy,A childless couple's plan for bettering their lives includes having a baby.,3181962
596,Flawless,2018,Drama,"A family of Holocaust survivors and their second generation children use white lies reflecting pain, humor, love and compassion to protect each other.",8653840
597,Alex Holeh Ahavah,1986,Drama,NA,0133351
598,Andante,2010,"Comedy, Family",NA,1677514
599,49KG of Content,2021,Drama,"Seventy-three year old Wasserman swore never to pray again. He blames God for his family's annihilation during the Holocaust. He is unwilling to forgive, but a dire situation forces Wasserman to reconsider.",18271104
600,Herod Islands,2018,"Adventure, Fantasy",NA,8413700
601,Free Man's Blood or the Sykariki,1970,Drama,NA,0406787
602,The Glow of Heavens,2012,Drama,NA,2931934
603,Outcry,1998,Thriller,NA,9354814
604,Alenbi Romance,2005,Drama,A man traumatized by war memories works as a tour guide on the sea. He starts a relationship with a young woman from the nearby hippie commune.,0808145
605,Seven Minutes in Heaven,2008,Drama,"The life of some homeless teenagers in Tel-Aviv, many of them homosexuals.",1307009
606,Final Exams,1983,NA,NA,0085541
607,Uncle Peretz Takes Off,1993,Drama,"Meduzot (the Hebrew word for Jellyfish) tells the story of three very different Israeli women living in Tel Aviv whose intersecting stories weave an unlikely portrait of modern Israeli life. Batya, a catering waitress, takes in a young child apparently abandoned at a local beach. Batya is one of the servers at the wedding reception of Keren, a young bride who breaks her leg in trying to escape from a locked toilet stall, which ruins her chance at a romantic honeymoon in the Caribbean. One of the guests is Joy, a Philippine chore woman attending the event with her employer, and who doesn't speak any Hebrew (she communicates mainly in English), and who is guilt-ridden after having left her young son behind in the Philippines.::Anonymous",0176659
608,The End of Milton Levy,1981,"Comedy, Drama","7 Childhood friends meet up for dinner on the night of an eclipse. During which they play a game where whatever call, text and message they get on their phone must be shared with everyone and soon discover, no one is who they say they are.",0146281
