,Title,Year,Genre,Synopsis,IMDb id
311,The Appointed,1990,Drama,"Maya (Netta Shpigelman) is a happily married mother of two. She is a successful choreographer, and everything seems to be perfect, but this life is a lie. Unbeknownst to her family, and everyone around her, she has a hidden past.",0137806
312,To Be a Star,2003,Comedy,NA,0374001
313,Ballads of the Revelation,2020,"Drama, Romance","Yoel and Ewa are long married. One day, Yoel learns to his surprise that he owns property and that one of the tenants knows Ewa well. As he tries to solve the mystery, his life changes forever.",12690818
314,Transit,2013,Fantasy,NA,3031000
315,The Last Band in Lebanon,2016,Drama,An American soldier is wounded in Israel and slowly begins to lose his sight while hospitalized.,5564142
316,All In,2019,Drama,"Autumn 1996. Avner, a highly-regarded Professor of Arts and his young wife, Ilana, come to visit the family farm run by Rachel and Shouki, (his children from a first marriage) and Menahem (the brother of his deceased first wife). Avner is in pain and needs a doctor. Rachel calls up Joel a physician and a friend of the family. Joel and Ilana are having a secret relationship that began during a previous visit to the farm. Menahem is in love with Ilana and Rachel with Joel. They are unaware of the love affair between Ilana and Joel. Avner came this time to the farm with a proposition to sell the farm. This brings all the latent conflicts in the family to break loose. The movie, inspired by Tchekovs ""Oncle Vania"", is above all an Israeli story. It depicts the weariness, the frustrations and pain of large segments of Israeli society, their love to the land and to one another, their dreams and their hope.::Israel Film Fund",8555506
317,A Message from the Future,1981,"Crime, Drama",NA,0152394
318,Marco and Polo,,Drama,A 35-year-old architect returns from America to his native home in Israel to visit his ageing parents. He watches as a young Russian woman fills the void he has left in his parents' life.,4365542
319,The Four Deuces,1975,"Comedy, Crime, Musical","A Tarantino wannabe dude wants to make a movie, but get mixed up with A new drug of choice and the wrong kind of chick",0073011
320,Hill 24 Doesn't Answer,1955,"Drama, War","Muki, a reserve soldier serving in Lebanon just before the IDF's retreat,is trying to document his soon to come death.",0048121
321,Laila in Haifa,2020,Drama,NA,12716170
322,Ha-Bsora Al-Pi Elohim,2004,Thriller,NA,0412538
323,Birds in Neutral,1996,Drama,"Anne, a Parisian, visits her friend Yola in Tel Aviv, where Yola lives with her husband Avi and their son. There's tension in the air and the attraction between the two women is palpable. Flash back five years to their meeting, on a train to Jerusalem. Yola invites Anne to stay at her hotel, and over the next five days, their friendship builds from talk about their lives to an explosive menage a trois when Avi joins them on fourth day. Back in the present, can Yola have both Avi and Anne, or are the women futilely chasing rainbows?::<jhailey@hotmail.com>",0118005
324,A Five Minute Walk,2001,Drama,"A young boy with growth disorders lives through his daily life's tragedies and comedies, while struggling to come to terms with his own personal problems.",0482218
325,The Artist Does Not Live by Bread Alone,1996,NA,"Under the magnificent scenery of the beaches on the Sinai desert - a love story takes place between a female dolphin named Olin and a young deaf and dumb Bedouin fisherman named Abdalla. This random acquaintance developed into a deep and emotionally involved relationship during which Abdalla, who never spoke a word' now speaks fluently and Olin, in a miraculous way, gave birth to a baby dolphin. Rumors of this unique relationship and of Olin's therapeutic powers, brought tourists from around the globe to this isolated Bedouin village. Jealousy and greed threaten this special relationship and the social fabric of the village conservative Bedouin tradition. Will this turn into being a 'Gift of God' or is it 'God's way to test human greed'.::Anonymous",0165092
326,The Dead Sea,(III,Drama,Liat is a single mother now on her own after her husband was murdered because he owed money. She is using all her strength in her fight for survival.,6285902
327,My little family,2017,Drama,"A childless young ultra-orthodox couple faces a crisis after a traumatic treatment for barrenness. When the difference between good and bad is unclear, the family must deal with unresolved secrets that raise fundamental questions about religion and faith.",16900488
328,Astonished Lives,,Drama,A brother and sister arrive alone in the new country of Israel after World War II where they hope to find their lost mother. The complexities of life with colorful characters in the refugee transit camp and nearby kibbutz makes it hard to reconcile their real lives with their deeper dream of still finding the Newland.::Ron Weissman <rotawe@gti.net>,11157630
329,Diva Senza Tempo,2017,Drama,"An israeli man, who recently broke up with his girlfriend, gets to Paris and starts to follow a soon-to-be retired detective for a mysterious reason.",11730224
330,Wake Up Dreaming,2013,Drama,"An Israeli swimming tutor living in Chicago returns to Israel after 10 years of absence to bury his father. An encounter with a beloved childhood friend and his newly engaged girlfriend will set a series of events in motion that will affect everyone's lives. A story set between a flower shop and an ancient monastery, between a swimming pool in Chicago and the Mediterranean, between life and death - and somewhere in the middle.",15338222
331,A Group Portrait with a Woman,2003,"Drama, Horror, Thriller","After a little girl is brutally murdered, a suspect avoids arrest due to lack of evidence. Working separately, her father and a cop decide to do something about it.",0374283
332,She's Got It,2007,"Drama, Romance","Two brilliant young women discover their own voices in a repressive orthodox culture where females are forbidden to sing, let alone speak out.",0498793
333,Sunstroke,1984,"Drama, Mystery, Romance",A crucified body dated back to the first century A.D is uncovered at an ancient cave in Jerusalem. Trouble ensues as word spreads.,0145063
334,Ha-Muvtal Batito,1987,"Romance, Western","After a bank robbery, runaway Scottish outlaw Arch Deans and his young half breed Kiowa partner Billy Two Hats develop a father-son relationship but Sheriff Henry Gifford is determined to capture or kill them.",0143754
335,Apartment #5C,2002,"Drama, Mystery, Thriller","Following the suicide of his wife, an Israeli intelligence agent is assigned to befriend the grandchildren of a Nazi war criminal.",0300949
336,A Low Life Mythology,2012,"Drama, Family, Fantasy","Children's musical based on Grimm's fairy tale of The Frog-King. A young girl learns how to be a good friend and princess with the help of a ""tall frog.""",2049383
337,Tzur Hadassim,1999,"Drama, Romance, War","Romance blooms between two soldiers (Knoller, Levi) stationed in an Israeli outpost on the Lebanese border.",0163882
338,Fire Birds,2015,Drama,A troubled family must face the facts when something goes terribly wrong at their son's desolate military post.,3921362
339,A.K.A Nadia,2015,"Drama, War","In the aftermath of World War II, a former circus entertainer who was spared from the gas chamber becomes the ringleader at an asylum for Holocaust survivors.",3570012
340,Finita La Commedia,2019,"Drama, Romance","A married, Orthodox, Jerusalem butcher and Jewish father of four falls in love with his handsome, 22-year-old male apprentice, triggering the suspicions of his wife and the disapproval of his Orthodox community.",9357908
341,Eva,2016,"Drama, History","An exploration of the moral and survival dilemmas in Auschwitz from the point of view of a deputy head of a block and a few of the prisoners from his block who survived the horrors of the camp, immigrated to Israel in the 40's and are still struggling to begin new life in the newborn state of Israel. Based on a true story.",5143826
342,Trailer WoW Movie I - The Battle of Hillsbrad,2022,Drama,This film takes us into the world of strangers whose lives change forever when they finally meet: a young mother with a 10-year-old tries to make ends meet after she's fired; a blind man's seeing-eye dog is killed by a hit-and-run driver; a married couple in their 40s fight over an unplanned pregnancy; a radio producer faces his past as he creates a historical radio program about his father; an unethical businessman is forced to come home to Israel to take care of his aging dad.,19811474
343,Neither by Day Nor by Night,1972,"Drama, Musical","Shoshana, a rich young woman from Tiberias loves Moshe, a poor truck driver from Tel Aviv. They intend to marry, but Nissim, her father, forbids it. They intend to take advantage of Nissim's business trip to Argentina to fulfill their romantic wishes. But an unfortunate mishap happens when Shoshana hears on the radio that Moshe has been involved in an accident and she thinks he was killed. She travels to the Sea of Galilee wishing to commit suicide like her mother did years ago. At the last minute she changes her mind. She is hit by a car driven by three strange man and is blinded. The three men take care of her and Nurit, her young baby from Moshe. They become a street entertainment group: the three men play music, Shoshana sings and Nurit dances. After eight years, Moshe changes his name to Mike and becomes a famous singer, while Shoshana has eye surgery and regains her eyesight, and then Mike marries Shoshana.",0068995
344,Afterthought,2015,Drama,NA,4614560
345,Love in the First Degree,1997,Drama,"Enrike, a young Israeli boarding-school student, falls in love with Malka, the most popular girl in his class. Malka tires of their relationship and takes up with Shalom, Enrike's best friend.",0236454
346,The Distance,1994,Drama,"After suffering an emotional breakdown in a public place, a young man vows never to leave his apartment. He quickly discovers that in today's world all his needs can be easily met: sex via the Internet, food by telephone delivery and entertainment by television. Four years later, his idyllic existence comes under attack when Daniela, a free spirited girl comes into his life while Grumps, the building's real estate agent, informs him that the apartment is about to be sold. Our hero refuses to leave his kingdom and decides to fight till the bitter end.::Dafna Prenner",0110495
347,Drugged Out Sexed Up,2018,Drama,"It follows members of a Nahal group who volunteer in a kibbutz named ""Kissufim"". The face the hardships of love, sexuality, morality and responsibility near the end of their military service and the beginning of their adult lives.",3289324
348,Time for Cherries,1990,Drama,"Two Palestinian lovers, parted during the 60s when he is imprisoned for resisting the Israeli occupation and she sorrowfully emigrates to the US, come together again in Jerusalem some 18 years later. He works for an agricultural aid organization, she is a scholar researching the meaning of sacrifice in Palestinian society. Around them rages the turmoil of the first Intifada::Anonymous",0103089
349,Fantasy on a Romantic Theme,1977,"Crime, Mystery, Thriller","'Milk' is a psychological thriller telling the story of Rafi - a scientist working in a pharmaceutical company, called one day to take his spouse Adi back home from hospital, after she was brutally raped. Once home, Adi shut herself in the bathroom, and Rafi goes out to clear his mind, while buying a bottle milk. When Rafi returns home, he finds that Adi is missing and begins searching for her. During his quest, Rafi discovers unfamiliar sides of Adi, and concludes that in order to find her, he will first need to solve a mystery Adi was obsessed with.",0133757
350,Magical Mystery Tour,1998,Drama,"Eli is a 32 year old man who has problems with relationships with women. Hagar is a surrogate, an alternative partner for practical, sexual therapy. They meet once a week and practice a relationship and intimacy in laboratory conditions. The fictitious relationship between them exposes them both physically and emotionally and brings to surface repressed fears from the real world. The changes Eli goes through during the therapy, along with the secrets revealed, not only shake his own life, but also the life of his family. Between clinic walls, due to an ""artificial"" process, Eli learns how to love for the first time.::Anonymous",0163728
351,Longing,1998,"Action, Adventure","When his twin brother is reported killed in a Beirut car explosion, a man turns the war-torn city upside-down in search of the truth.",0204451
352,Intimate Grammar,2010,Drama,"An omnibus film featuring nine works by emerging filmmakers of color, Who Will Start Another Fire is the inaugural project of Dedza Films, a distribution company focused on showcasing underrepresented communities and the next wave of emerging filmmakers.",1676680
353,Hanna's shabbath dress,2021,Drama,A study of conscience set against the trial of Eichmann in Israel.,13086146
354,HaSheker HaGadol,2012,"Action, Drama, History",A abandonment story of kibbutz Saar-Hagolan in the Israeli Independence war.,6638574
355,Clay,(II,"Drama, Action, Comedy",NA,4365620
356,Snooker,1975,Drama,"Nava, a social worker, shares the painful secret of her suffering with Jania, another woman victimized by her husband and the two form a healing bond.",0152492
357,The Dune,2013,Drama,"A national religious woman is determined to produce a film about German Jewry in Israel. She believes that her initiative is rejected by the film funds because of political and ethnic discrimination. But after she files a claim for compensation for the assets of her grandparent, Joseph Süß Oppenheimer, she returns to Israel as a wealthy woman, which allows her to clean out the film funds.",2251648
358,The Seventh Coin,1993,"Animation, Action, Comedy",An anthology of 10 short films celebrating the Centennial year of Tel-Aviv-Yafo.,0105361
359,Big Bad Wolves,2013,Fantasy,"A fantasy journey of a young fellow between the 12 sign of the zodiac, in Zodiac Land. He meets girls of all astrological types but discovers that he is short in time. Romance and mystery in a movie in which all actors were chosen also according to their real date of birth.::Anonymous",2309224
360,The Secrets,2007,Drama,NA,0782867
361,The Body,2001,"Comedy, Romance",NA,0201485
362,Billy Two Hats,1974,"Crime, Drama, Music",NA,0069786
363,Walk on Water,2004,NA,NA,0352994
364,The Frog Prince,1986,Drama,"1955. The Jewish community of a Moroccan village is told they can immigrate to Israel. But only after leaving their homes, they learn the process is highly selective, and only the young and able are allowed to enter.",0095182
365,Yossi & Jagger,2002,NA,NA,0334754
366,Foxtrot,2017,Drama,NA,6896536
367,Adam Resurrected,2008,Family,A man and his younger sister encounter physicist Albert Einstein.,0479341
368,Eyes Wide Open,2009,Drama,NA,1424327
369,Image of Victory,2021,Drama,"Bina (46), a religious woman from Jerusalem, arrives panic-stricken at the hospital after her son Oliel (25) was severely injured in a stabbing attack. This is the first time she sees him since he became secular and lost contact with his family. Her husband, Meir (50), comes later only after their daughter Ester's (28) insists he does. At the hospital, Bina meets Amal (24). While Meir searches for answers to revive Oliel, the two despondent women bond with one another. However, Amal hides a secret from Bina and Meir. While waiting for Oliel's revival, they will learn about truth, faith, understanding, acceptance, and love that can and maybe should replace fear of the unknown.::Daroma Productions",14556392
370,Cannon Fodder,2013,"Comedy, Romance","A subversive love story between clashing cultures and families, KISS ME BEFORE IT BLOWS UP is a romantic misadventure crossing all borders. When two generations of Israeli women fall for a German woman and an Palestinian man, chaos follows. What happens with lovers who don't fit but do belong together?",2526898
371,Master i Margarita. Roman,2012,Drama,"Within Brooklyn's ultra-orthodox Jewish community, a widower battles for custody of his son. A tender drama performed entirely in Yiddish, the film intimately explores the nature of faith and the price of parenthood.",2449630
372,Zechut HaShtika,2017,"Drama, Romance","This sequel to ""Yossi and Jagger"" finds Dr. Yossi Gutmann reminiscing about his love ten years after his death. When he encounters a group of young soldiers, one of them, Tom, reignites his romantic feelings.",7806062
373,Prom Queen,1986,"Action, Drama","Yu-Ya, a fighter in an elite unit, wants to marry. A problem arises in the rabbinate: his father is not registered on his identity card and therefore Yu-Ya cannot marry. With the help of his army commander, he sets out on a search for his parents' roots and identity.",0164744
374,Saturn Returns,2009,Drama,The head of the family's decision to go by foot to the grandfather's house on Friday night begins with a chain of events and revelations that will change the entire family forever.,1337535
375,Kissufim,,Adventure,"Elijah, a young prophet sets out to save his nation of ancient Israel from the grips of the evil queen Jezebel.",17323516
376,Burning Mooki,2008,"Comedy, Drama","Tami is a dreamy girl who suffers from Schizophrenia. She passes from her real life into life in a film as an actress, and in the mean time the world around her changes.",1514822
377,Abba Shahor Lavan,2003,"Comedy, Drama","Franny is 7 years old. Franny's mother's new boyfriend is 26 year old Nico.To be with Franny's Mom, Nico has to win Franny's heart. Nico is trying to be a film maker but couldn't even finish his graduation film. The first time they meet, Franny finds Nico in her mother's bed. From that moment on, Nico and Franny need to find a way to get along, love and hate each other. Mostly they do all three in the same frame.::Anonymous",0358347
378,The Dealers,2012,Drama,NA,2386321
379,Killing Streets,1991,"Comedy, Crime, Music",NA,0102213
380,Love Trilogy: Reborn,2019,"Action, Thriller",Terrorist Palestine organization hijacks a jet.,8214962
381,La cage de verre,1965,Drama,NA,0137783
382,Bravery,2018,Comedy,"2 Israeli Orthodox Jews advertise themselves as tour guides for religious women in an attempt to find a decent match from overseas. Unfortunately, their first group of pilgrims to guide is a bunch of Italian nuns! Can love overcome the religious differences?::Ishi Ravid",6996020
383,Overture 1812,1997,"Action, Drama, Romance","Jacek, who is Jewish, miraculously manages to survive World War II in Nazi-occupied Poland. As a subplot to Jacek's story, which also involves a love affair with Haling ( Kyra Sedgwick ) and German soldiers' repeated attempts to kill him, is a tale of how young kids in the Warsaw ghetto devise their own method of fighting oppression.",0265479
384,Chronicle of Love,1999,Drama,"Autumn 1947: Elisha, a young Jew, learns that he has been chosen to kill the hostage John Dawson, a captain in the British Army occupying Palestine. Will Elisha, himself a survivor of the holocaust, be able to commit this irrevocable act?",0161436
385,"Golem, le jardin pétrifié",1994,"Drama, Romance","As a family from India moves in to a desert neighborhood in Southern Israel in the 1960's, the family's eldest, beautiful daughter discovers friendship and romance with the lovely local French girl. The film also explores the hardships and surprises that come with the integration of multiple families from different ethnic backgrounds (from the diaspora) and their struggle with immigration and prejudice.::hikacute",0143281
386,Tel-Aviv Location,2009,"Drama, Sci-Fi","In the year 1985, a delegate from the remote future arrives from the year 3005. His mission; convince world leaders to allow World War III to happen, which he guarantees will make for a better future. Having already caused natural disasters and catastrophes by traveling from the future, he now attempts to force his message on the world press and TV.::Anonymous",1703945
387,The Life and Death of Gotel Botel,2009,"Comedy, Drama",Laila In Haifa is set over one fateful night in a club in the port town of Haifa and explores the interweaving stories of five women. The film aims to present a snapshot of contemporary life in one of the last remaining spaces where Israelis and Palestinians come together to engage in face-to-face relationships.,1339554
388,Kreutzer Sonata,2012,"Drama, War",Tells the story of two women seeking leads to their missing husbands after the end of the Yom Kippur War (1973). A relationship builds between them when each identified her husband in the same blurred image of a foreign newsreel.,6487300
389,Ha-Khetzi HaSheni,1996,"Comedy, Drama, Fantasy","A universal anti-religious satire which occours in the latter of 2001 and deals with the life of God and his son Jesus. While Jesus is trained and sent to bring redemption, God is desperately seeking for the meaning of his only incomprehensible creation - Love.::Anonymous",0354683
390,Tni Siman Chayim,2002,Comedy,NA,5688120
391,In a Place Far from the Earth,1994,Comedy,NA,0238294
392,HaBerberim,,"Drama, Romance","A triangle love affair between an Israeli London based businessman, his fiancée and her sister in a small village in northern Israel.",12678770
393,Again... the Second Time,1991,"Drama, Romance","Two extraordinary love stories unfold 500 years apart. As modern lovers struggle against those who seek to separate them, a Christian soldier pursues a perilous romance with a young Jewish girl in the shadows of the Spanish Inquisition.",0101278
394,Nurit 2,1983,"Drama, Music","""Makat Shemesh"" (""Summertime Blues"") is the last summer before the army, an early 1980's Tel-Aviv summer, at the dawn of the war (the ""first"" war) in Lebanon. Four friends are walking on the wild side before life starts walking over them. They have a Rock'n'Roll band and so, they're trying to add some sex and drugs and devour the whole enchilada. It will take them a hot summer to realize how young and naive they still are, how what really turns them on is first love, first heartache and everything in between. ""Summertime Blues"" is a summer movie - beach, bikes, girls and music, a whole lot of music and a twist of blues.::Joel Greenberg",0142711
395,Sockless: An Einstein Project,2005,Drama,NA,14409994
396,Je T'aime Mon Amour,2010,Drama,NA,7325574
397,Pulse,2020,"Drama, Thriller",NA,20981554
398,Kiss Me Before It Blows Up,2020,Drama,30 year old man has everything but no nothing. Journey of self discovery.,7698982
399,Menashe,2017,"Biography, Drama","Wendy, a transgender illegal immigrant from Nicaragua, is sent to Israeli jail indefinitely. To survive, she must befriend hostile inmates while fighting deportation in a system that refuses to recognize her identity.",6333086
400,Yossi,2012,Drama,NA,1934269
401,The Raft,2020,"Drama, Family",A charming film about a group of children on a kibbutz in Israel who foil a plot by spies to blow up a Mirage jet during a military parade.,12210288
402,Welcoming Sabbath,2014,Drama,"Michal, Oded and their daughter Shir appear to be an average young secular Tel Aviv family. Oded, a musician, is about to depart for a six month concert tour of the United States. Rather than accompany him, Michal has decided to move with Shir to the devoutly religious Mea Shearim neighborhood in Jerusalem, in an effort to return to her original roots. In the course of researching a book she was writing about Hasidism, she is drawn to the community that was abandoned by her mother years before. This powerful film focuses on one woman's search for spiritual fulfillment, while at the same time highlighting one of the greatest rifts in modern day Israeli society -secularism vs. religion.",2898912
403,The Prophet of Tishbe,,"Drama, Fantasy",Raziel - a young legend-obsessed man on a journey of self-discovery - must overcome torment and tyranny in order to survive in a world ruled by a mysterious Lord of a tower that permits oppression upon his people.,9141454
404,Delusions,2004,"Comedy, Drama",NA,0461929
405,A Promised Land,2009,Drama,This sensitive Israeli drama from director Michael Bat-Adam pays homage to the acting process. Maya (Liron Ben-Shlush) is a struggling theater actress who scores a part playing a girl who ...                See full synopsis »,1622962
406,August Snow,1993,"Comedy, Drama","An eighty-year-old man's body is found with three stab wounds to the chest and a number tattooed along his forearm. Amnon, a police detective and second generation Holocaust survivor, is reluctantly assigned to the case. As the plot weaves between the past and present, their stories unfold.::Topia Communications (2003) ltd",0143876
407,Max and Morris,1994,Drama,"Samson, the world's first super hero, is a man who has to adventures it all to save his tribe from sure demise.",0126417
408,Operation Black September,1976,Drama,"Doctor Yoel Pomerantz is a washed-up, self-loathing psychologist who lives on the 12th floor of a high-rise with his Aspberger's son, Yoav, who spends his days pretending to be a traffic ...                See full synopsis »",0487721
409,Melanoma My Love,2006,Drama,"A story of two men in the old part of Haifa. Both are walking up and down the mountain in opposing directions. This setting provides a philosophical panorama on the condition of the individual, society, loyalty, identity, and life in general.::Alfred",0856092
410,Topele,1968,Drama,"The spy saga about the family, freedom, dedication and betrayal. Young Jewish girl Shiryn is taking an oversea flight to search for her mother Rita that 20 years ago was forced to leave her and flee Iranian regime.",0139492
411,The Valley Train,1989,Drama,Don't Forget Me is a dark comedy about the need to be out of your mind in order to fall madly in love.,0143823
412,Dawn,2014,Drama,"The true story of an Israeli Jewish woman who left the country after being forced, by tragic circumstances, to give her only daughter up for adoption, her child from a Muslim-Bedouin man. Driven by her guilt and low self-esteem, the heroin allows abuse by the men in her life and goes through her own ""Via Delorosa"".::Anonymous",2316567
413,The Debt,2007,NA,"Provocative in its cinematic simplicity, a recounting of an encounter between a filmmaker and a viewer, exploring the way meaning is attributed to non-fiction images in today's day and age.",0990427
414,Love Birds,2017,Drama,NA,6076004
415,The Rule of Law,2012,"Drama, Family",NA,1756823
416,The Last Winter,1983,NA,NA,0087599
417,My Australia,2011,"Drama, Romance","Three friends meet in New York more than 20 years after a crucial event that led to their dispersion. The three reassess their past, and by so doing, they also have a chance at changing their future.",1881012
418,A Movie with Catherine Deneuve,2015,"Adventure, Comedy, Drama","Driven to desperate circumstances, two friends turned unlikely criminals, and find themselves on a cross-country road trip with the elderly woman they've attempted to rob.",7328640
419,Crazy Weekend,1986,"Crime, Drama","Four teenage boys find themselves incarcerated in an institution for juvenile delinquents that functions as a prison in every respect. Their stories, with tragic endings for three of the four, are interwoven in the film.",0121153
420,Mashehu Matok,2004,Drama,"Rachel, a newlywed orthodox Jewish woman, can't figure out why her husband is avoiding having sex with her. When she finds out he is homosexual, she will break every religious rule in order to become a mother. But will it be enough for her?::Haim Mecklberg",0813552
421,The Heritage,1993,NA,NA,0108619
422,Achrome,2022,"Comedy, Music",NA,16959898
423,Harbour of Love,1967,Drama,Two shell-shocked veterans struggle to overcome their pain.,5346986
424,Summer at Erica's,1992,Drama,NA,0145025
425,A Night in Tiberias,1965,NA,NA,0151990
426,Medium Rare,2010,Drama,Based on a novel by Dan Tzelkah.,4212576
427,Wendy,(V,Drama,NA,12697080
428,The Prodigal Son,1968,"Crime, Drama, Thriller",Three teenage murderers escape to a secluded ruin where they must deal with the huge gap between the ideological romance that had planned the act and the dark reality which suddenly engulfs them.,0139300
429,Eight in the Footstep of One,1964,"Drama, War",NA,0138098
430,We Are Not Alone,2011,Comedy,An unlikely citizen becomes prime minister of Israel and changes it's future.,1964485
431,Mark of the Serpent,,"Comedy, Drama",A businessman and his partner are followed by his wife and her friend as they escape to a health resort.,6167788
432,Hamesh Ma'ot Elef Shahor,1977,Family,"A cinematic rendition of the children's book, ""Hanna's Sabbath Dress"", by Isaac Damiel (Scwiger) - an 80-year-old Israeli classic, a magical Jewish fairy-tale that transcends generations. It's the story of Hanna, who receives a brand-new white dress, and goes out on an adventure and discovers that the kindness of her heart can create miracles. The film features a wide range of classic Israeli children's songs by leading Israeli poets and songwriters - Haim Nachman Bialik, Ehud Manor, and more.",0133837
433,Maya,2010,Drama,Five soldiers must decide which of them will assume responsibility for a woman's pregnancy.,1922662
434,Hasamba & the Black Handkerchief Gang,1971,"Drama, Romance",Emigration to Israel challenges Sasha's Jewish identity. Will love help him to go over this crisis?,0067187
435,Samson & Deliah,,"Animation, Action, History","This film is an adaptation of 'The master and Margarita' novel by M. Bulgakov. This adaptation is an attempt to have every word of the novel illustrated, to show every mentioned place or document in authentic way, to make collage of iconography, primitive drawings, and photography, to integrate alive and gone personalities together.::Anonymous",5706256
436,Dr. Pomerantz,2011,Drama,A young Orthodox Jewish woman becomes ensconced in a nocturnal community of prostitutes and drug dealers that congregates in the ancient cemetery atop Jerusalem's Mount of Olives.,2072948
437,Sweets,2013,"Adventure, Comedy, Thriller",This really magniv abushakshuki Israeli kid from israel drinks a potion in a lab which grants him the use of 100% of his brain,2956940
438,Silent Game,2022,Comedy,"Candid Camera hi-jinks featuring a lot of weird pranks involving sexy women doing sexy things, babies that cry from inside the womb and all kinds of public misbehavior.",21105604
439,Don't Forget Me,2017,"Comedy, Drama",NA,7679200
440,Edut,2011,Comedy,A collection of skits and songs from Israeli television shows from the 1970s.,2051984
441,The Viewing Booth,,Drama,"Little Benjamin and Margalit are raised in the boondocks of Israel by their long-suffering mother, but they have in them something of their father, who can't stay in a place with no prospect of riches and excitement.",11405338
442,Monologue of a Young Woman,1980,Drama,NA,1852845
443,Winning with Miki,2004,Horror,"The official Director's cut of the Israeli Social Commentary Slasher film, that follows Rachel Strode in her journey to find a home and solace, which is interrupted by a mysterious killer that strikes on the eve of Yom Kippour.",1215473
444,Foundation of Mind,2011,Drama,A young gay Israeli man works in his grandmother's store while dreaming of becoming a film-maker.,12784436
445,Turbulence,2010,Drama,NA,2407082
446,Grand Finale,,Adventure,"In modern-day Jerusalem, an Arab boy and a beautiful American tourist are accidentally entrusted with a priceless coin from the age of King Herod. Soon the two are falling in love and running for their lives from Emil Saber, a man obsessed with possessing the fabled coin at any cost.::Anonymous",12702168
447,Ingil,2001,"Drama, History, War","Inspired by true events in 1948. Hassanin, an Egyptian filmmaker, is tasked with documenting a raid on the isolated kibbutz Nitzanim. When the kibbutz learns of the impending army raid, Mira, a young but valiant mother, is forced to reckon with the true cost of war and make an impossible choice.",0290221
448,Jean Wejnoon,2011,"Drama, War","During the First Lebanon War in 1982, a lone tank and a paratroopers platoon are dispatched to search a hostile town.",2281303
449,Uncle David,1970,"Crime, Drama, Thriller",Two childhood friends are recruited for a suicide bombing in Tel Aviv.,0143963
450,Grutarally: The Return of 'Kid's Eating Trash',2018,Drama,"Lucy, a privileged North American in contemporary Berlin, living a life of post Punk hedonism, roams the streets with her best friend, Derek. Together they use the city like a playground, a stage, and a never ending party. Into their lives enters Galia, a young Israeli woman carrying the promise of a better, cleaner way of living. A tribute to Punk underground films turns into a melodrama in ""Saturn Returns"", mirroring Lucy and Galia's modulating states of mind. Our and their look into each other's life and culture, becomes an investigation of empty facades. The film was constructed by both improvised and pre-scripted scenes, as required by the nature of each scene.::anonymous",10102826
451,Shell Shock,1988,Comedy,"The story is about two twin brothers, Azriel and Gavriel (both played by Yehuda Barkan). Azriel is a shy and religious Jew who works in a fruit shop in Jaffa. Gavriel, is a hoodlum and a good-for-nothing hustler who runs a Snooker Bar. Gavriel and his friend Hanuka make easy money by swindling innocent people into gambling on Snooker games. One day Gavriel is forced to renew contact with his brother, because he is in trouble with a gangster who won the bet on a snooker game, and the only way to pay is by selling the family estate which is co-owned by Gavriel and his brother Azriel.::Raz Signer",0095292
452,Negativ,2005,Drama,Follows three siblings who are going to discover the greatest secret of their late mother. This trip is going to change their lives.,6486824
453,The Badchan,,Drama,"In Jerusalem, friendship develops between a Jewish 9-year-old American coin collector and the abused 9-year-old Arab street urchin trying to extort money from him.",9123406
454,Gloves,1986,Drama,"Yoseph is a Druze who returns to his native village after having been estranged from it for 17 years. He arrives with his son and daughter, whose Jewish mother he has just divorced.",0093097
455,Getting Lost,(I,"Comedy, Crime","A tough rich female ranch owner in Africa wants to cut off the water supply to the locals, since she holds them responsible for the murder of her husband. She hires two charming gunrunners as help, but they suspect her shady competitor.",13644054
456,Ruin,2009,Drama,"When Mooky is fifteen, his beloved father dies a sudden death, and his place is taken by Yanek - an impulsive, rough, yet generous man who is regarded as a controversial figure due to his doings in the Holocaust in the Zonder Commando. He brutally invades Mooky's life and turns it upside-down. During Mookys teenage years, which are affected by his seductive mother Tinka, he deals with unfulfilled love for one girl and a dominated relationship with another. One day Mooky returns to his mother's home, deranged, and does something from which there is no turning back. Twenty years later, Mooky must decide whether to attend his mother's funeral and re-open his wounds of the past.::Moshe Zonder",1404096
457,Pillar of Fire,1959,"Action, Horror","Doron, a security operative, who takes on one last mission: to capture, number 3 in the terrorist organization of Hezbollah, in Lebanon. With an elite force, Doron enters Lebanon to complete his last mission. Very soon he discovers that reality is not so simple, and that a new and unknown enemy is to be dealt with - and Hezbollah are the last thing on his mind. Doron has to deal with a ticking clock in the form of extensive I.D.F attack and a bloodthirsty enemy, Now that their enemy has changed its face, it's up to him and his unit to wage a new war, a different war, to find an antidote, get back across the border, before the middle east conflict is changed forever.::Anonymous",0133365
458,"No, Prime Minister",,"Drama, History, War","1973, a small family crumbles due to the father's PTSD, on the verge of the Yom Kipur War.",2025631
459,Wrong Number,1979,Drama,A drama about a family's effort to save their antique restoration business.,0152833
460,In the Name of Love,1994,"Comedy, Romance","Tami is a widow in her 60s and Beno is a widower in his 70s. They are both still suffering from the loss of their loved ones, but disregarding their differences in lifestyle and personality, they eventually fall in love.",0133411
461,Little Man,1978,Comedy,"After 20 year Elimelech and his wife, Shifra, rediscover their love for each other while searching for the marriage agreement which is needed for Ayala's, their daughter, wedding.",0152430
